name,pos,cap_hit,cap_percent,season,team
Matt Lengel,TE,238230,0.15,2016,New England Patriots
Darius Fleming,OLB,206470,0.14,2015,New England Patriots
Geno Grissom,DE,180882,0.11,2017,New England Patriots
Eric Lee,DE,164118,0.1,2017,New England Patriots
Ricky Jean Francois,DT,158823,0.09,2017,New England Patriots
Kenny Britt,WR,158823,0.09,2017,New England Patriots
Nicholas Grigsby,ILB,158823,0.09,2017,New England Patriots
Leonard Johnson,CB,155294,0.11,2015,New England Patriots
D.J. Foster,WR,132350,0.08,2016,New England Patriots
Darius Fleming,OLB,116471,0.08,2014,New England Patriots
LaAdrian Waddle,RT,103235,0.07,2015,New England Patriots
Ufomba Kamalu,DE,74118,0.04,2018,New England Patriots
Steven Jackson,RB,68823,0.05,2015,New England Patriots
James Harrison,OLB,58823,0.04,2017,New England Patriots
Marcus Martin,G,53529,0.03,2020,New England Patriots
Chris Harper,WR,51176,0.04,2015,New England Patriots
Dee Virgin,CB,44118,0.02,2020,New England Patriots
Dekoda Watson,OLB,43823,0.03,2015,New England Patriots
Michael Jackson,CB,40882,0.02,2020,New England Patriots
Ishmaa'ily Kitchen,DT,38823,0.03,2015,New England Patriots
Rashod Berry,TE,35882,0.02,2020,New England Patriots
Cassh Maluia,LB,35882,0.02,2020,New England Patriots
Josh Boyce,WR,24705,0.02,2014,New England Patriots
Drew Brees,QB,24000000,13.52,2018,New Orleans Saints
Drew Brees,QB,23800000,16.4,2015,New Orleans Saints
Drew Brees,QB,23650000,11.94,2020,New Orleans Saints
Drew Brees,QB,22700000,11.95,2019,New Orleans Saints
Drew Brees,QB,19000000,11.65,2017,New Orleans Saints
Drew Brees,QB,18400000,13.86,2014,New Orleans Saints
Drew Brees,QB,17250000,11.09,2016,New Orleans Saints
Terron Armstead,LT,15968750,8.4,2019,New Orleans Saints
Cameron Jordan,DE,14497000,8.17,2018,New Orleans Saints
Cameron Jordan,DE,12047000,7.38,2017,New Orleans Saints
Jahri Evans,G,11000000,8.28,2014,New Orleans Saints
Jairus Byrd,FS,10900000,7.01,2016,New Orleans Saints
Terron Armstead,LT,10050000,5.66,2018,New Orleans Saints
Andrus Peat,G,9625000,5.07,2019,New Orleans Saints
Cameron Jordan,DE,9547000,5.02,2019,New Orleans Saints
Ben Grubbs,G,9100000,6.85,2014,New Orleans Saints
Cameron Jordan,DE,9097000,4.59,2020,New Orleans Saints
Larry Warford,G,9000000,5.07,2018,New Orleans Saints
Jared Cook,TE,9000000,4.55,2020,New Orleans Saints
Demario Davis,OLB,8500000,4.47,2019,New Orleans Saints
Larry Warford,G,8325000,4.38,2019,New Orleans Saints
Terron Armstead,LT,8325000,4.2,2020,New Orleans Saints
Marques Colston,WR,8300000,6.25,2014,New Orleans Saints
Max Unger,C,8000000,4.51,2018,New Orleans Saints
Terron Armstead,LT,7500000,4.6,2017,New Orleans Saints
Max Unger,C,7400000,4.54,2017,New Orleans Saints
Michael Thomas,WR,7000000,3.54,2020,New Orleans Saints
Jahri Evans,G,7000000,4.82,2015,New Orleans Saints
Marques Colston,WR,6500000,4.48,2015,New Orleans Saints
Michael Thomas,WR,6128765,3.23,2019,New Orleans Saints
Malcom Brown,DT,5943750,3,2020,New Orleans Saints
Cameron Jordan,DE,5812000,3.74,2016,New Orleans Saints
Demario Davis,OLB,5800000,2.93,2020,New Orleans Saints
A.J. Klein,ILB,5675000,2.99,2019,New Orleans Saints
Jairus Byrd,FS,5500000,3.79,2015,New Orleans Saints
Patrick Robinson,CB,5350000,2.82,2019,New Orleans Saints
Mark Ingram,RB,5345000,3.28,2017,New Orleans Saints
Mark Ingram,RB,5303824,2.99,2018,New Orleans Saints
Curtis Lofton,ILB,5200000,3.92,2014,New Orleans Saints
A.J. Klein,OLB,5200000,2.93,2018,New Orleans Saints
Marshon Lattimore,CB,4887136,2.47,2020,New Orleans Saints
Taysom Hill,QB,4841000,2.44,2020,New Orleans Saints
Thomas Morstead,P,4700000,2.88,2017,New Orleans Saints
Emmanuel Sanders,WR,4600000,2.32,2020,New Orleans Saints
Ted Ginn Jr.,WR,4500000,2.54,2018,New Orleans Saints
Max Unger,C,4356240,2.8,2016,New Orleans Saints
Thomas Morstead,P,4300000,2.17,2020,New Orleans Saints
Thomas Morstead,P,4250000,2.24,2019,New Orleans Saints
Wil Lutz,K,4200000,2.12,2020,New Orleans Saints
Marshon Lattimore,CB,4188971,2.2,2019,New Orleans Saints
Cameron Jordan,DE,4169000,2.87,2015,New Orleans Saints
Alvin Kamara,RB,4076193,2.06,2020,New Orleans Saints
Latavius Murray,RB,4050000,2.05,2020,New Orleans Saints
Janoris Jenkins,CB,4050000,2.05,2020,New Orleans Saints
David Hawthorne,ILB,4010000,2.76,2015,New Orleans Saints
Jimmy Graham,TE,4000000,3.01,2014,New Orleans Saints
Jared Cook,TE,4000000,2.11,2019,New Orleans Saints
Larry Warford,G,3800000,2.33,2017,New Orleans Saints
Malcolm Jenkins,FS,3800000,1.92,2020,New Orleans Saints
Marcus Davenport,DE,3747789,1.89,2020,New Orleans Saints
Zach Strief,RT,3700000,2.38,2016,New Orleans Saints
Sheldon Rankins,DT,3690000,1.86,2020,New Orleans Saints
Andrus Peat,G,3625204,2.04,2018,New Orleans Saints
Andrus Peat,G,3600000,1.82,2020,New Orleans Saints
Josh Hill,TE,3583334,2.02,2018,New Orleans Saints
David Hawthorne,ILB,3510000,2.64,2014,New Orleans Saints
Ted Ginn Jr.,WR,3500000,1.84,2019,New Orleans Saints
David Onyemata,DT,3500000,1.77,2020,New Orleans Saints
Jairus Byrd,FS,3500000,2.64,2014,New Orleans Saints
Marshon Lattimore,CB,3490809,1.97,2018,New Orleans Saints
Thomas Morstead,P,3400000,2.34,2015,New Orleans Saints
Keenan Lewis,CB,3350000,2.52,2014,New Orleans Saints
Patrick Robinson,CB,3350000,1.69,2020,New Orleans Saints
Demario Davis,OLB,3300000,1.86,2018,New Orleans Saints
Kurt Coleman,SS,3300000,1.86,2018,New Orleans Saints
Teddy Bridgewater,QB,3250000,1.71,2019,New Orleans Saints
Thomas Morstead,P,3235000,2.44,2014,New Orleans Saints
Zach Strief,RT,3200000,2.21,2015,New Orleans Saints
Dannell Ellerbe,OLB,3200000,2.06,2016,New Orleans Saints
Thomas Morstead,P,3050000,1.96,2016,New Orleans Saints
Max Unger,C,3000000,2.07,2015,New Orleans Saints
Ted Ginn Jr.,WR,3000000,1.84,2017,New Orleans Saints
Junior Galette,OLB,2950000,2.22,2014,New Orleans Saints
Sheldon Rankins,DT,2909465,1.78,2017,New Orleans Saints
Jameis Winston,QB,2860000,1.44,2020,New Orleans Saints
Ryan Ramczyk,RT,2829131,1.43,2020,New Orleans Saints
Josh Hill,TE,2813750,1.42,2020,New Orleans Saints
Patrick Robinson,CB,2804333,2.11,2014,New Orleans Saints
Manti Te'o,ILB,2800000,1.58,2018,New Orleans Saints
Marshon Lattimore,CB,2792647,1.71,2017,New Orleans Saints
Thomas Morstead,P,2650000,1.49,2018,New Orleans Saints
Josh Hill,TE,2595833,1.59,2017,New Orleans Saints
Andrus Peat,G,2589431,1.66,2016,New Orleans Saints
Kenny Vaccaro,SS,2570376,1.77,2015,New Orleans Saints
Eli Apple,CB,2516225,1.32,2019,New Orleans Saints
Mark Ingram,RB,2510000,1.61,2016,New Orleans Saints
Nick Easton,G,2500000,1.32,2019,New Orleans Saints
Alex Okafor,DE,2500000,1.41,2018,New Orleans Saints
Malcom Brown,DT,2500000,1.32,2019,New Orleans Saints
Marcus Davenport,DE,2498526,1.41,2018,New Orleans Saints
Cameron Jordan,DE,2459991,1.85,2014,New Orleans Saints
Ryan Ramczyk,RT,2424969,1.28,2019,New Orleans Saints
Craig Robertson,ILB,2400000,1.21,2020,New Orleans Saints
Coby Fleener,TE,2400000,1.54,2016,New Orleans Saints
Brandon Browner,CB,2400000,1.65,2015,New Orleans Saints
Mark Ingram,RB,2359875,1.78,2014,New Orleans Saints
Sheldon Rankins,DT,2327572,1.5,2016,New Orleans Saints
Cesar Ruiz,G,2305310,1.16,2020,New Orleans Saints
Teddy Bridgewater,QB,2290000,1.29,2018,New Orleans Saints
Brandin Cooks,WR,2286396,1.47,2016,New Orleans Saints
P.J. Williams,CB,2250000,1.18,2019,New Orleans Saints
Kenny Vaccaro,SS,2141980,1.61,2014,New Orleans Saints
Zach Strief,RT,2100000,1.58,2014,New Orleans Saints
Andrus Peat,G,2071544,1.43,2015,New Orleans Saints
David Onyemata,DT,2033492,1.07,2019,New Orleans Saints
Ryan Ramczyk,RT,2020808,1.14,2018,New Orleans Saints
Craig Robertson,ILB,2000000,1.13,2018,New Orleans Saints
Benjamin Watson,TE,2000000,1.13,2018,New Orleans Saints
Marcus Williams,SS,1985595,1,2020,New Orleans Saints
Tyeler Davison,DT,1961307,1.11,2018,New Orleans Saints
Rafael Bush,FS,1950000,1.34,2015,New Orleans Saints
Michael Hoomanawanui,TE,1933333,1.18,2017,New Orleans Saints
Brandin Cooks,WR,1905330,1.31,2015,New Orleans Saints
Wil Lutz,K,1900000,1,2019,New Orleans Saints
Dannell Ellerbe,OLB,1900000,1.31,2015,New Orleans Saints
Benjamin Watson,TE,1900000,1.31,2015,New Orleans Saints
Josh Hill,TE,1900000,1,2019,New Orleans Saints
Latavius Murray,RB,1850000,0.97,2019,New Orleans Saints
Rafael Bush,FS,1850000,1.39,2014,New Orleans Saints
Craig Robertson,ILB,1800000,1.1,2017,New Orleans Saints
Senio Kelemete,G,1750000,1.07,2017,New Orleans Saints
Marcus Williams,FS,1701938,0.9,2019,New Orleans Saints
Kiko Alonso,OLB,1700000,0.89,2019,New Orleans Saints
Craig Robertson,ILB,1700000,0.89,2019,New Orleans Saints
Benjamin Watson,TE,1684375,1.27,2014,New Orleans Saints
Manti Te'o,ILB,1675000,1.03,2017,New Orleans Saints
Tim Lelito,G,1671000,1.07,2016,New Orleans Saints
Ryan Ramczyk,RT,1616646,0.99,2017,New Orleans Saints
Paul Kruger,OLB,1600000,1.03,2016,New Orleans Saints
Chris Banjo,SS,1550000,0.87,2018,New Orleans Saints
Brandin Cooks,WR,1524264,1.15,2014,New Orleans Saints
Nick Fairley,DT,1510000,0.97,2016,New Orleans Saints
Kevin Williams,DT,1500000,1.03,2015,New Orleans Saints
Justin Hardee,CB,1500000,0.76,2020,New Orleans Saints
Mario Edwards,DE,1460000,0.77,2019,New Orleans Saints
Marcus Williams,FS,1418281,0.8,2018,New Orleans Saints
Stephone Anthony,OLB,1405766,0.97,2015,New Orleans Saints
Michael Thomas,WR,1396083,0.79,2018,New Orleans Saints
Erik McCoy,C,1383639,0.7,2020,New Orleans Saints
Vonn Bell,SS,1263914,0.67,2019,New Orleans Saints
Luke McCown,QB,1250000,0.8,2016,New Orleans Saints
Craig Robertson,ILB,1200000,0.77,2016,New Orleans Saints
Zach Line,FB,1200000,0.63,2019,New Orleans Saints
Janoris Jenkins,CB,1194118,0.63,2019,New Orleans Saints
Michael Thomas,WR,1163403,0.71,2017,New Orleans Saints
Senio Kelemete,G,1150000,0.74,2016,New Orleans Saints
Marcus Williams,FS,1134625,0.7,2017,New Orleans Saints
Erik McCoy,C,1107378,0.58,2019,New Orleans Saints
Vonn Bell,SS,1083354,0.61,2018,New Orleans Saints
Nathan Stupar,OLB,1075000,0.69,2016,New Orleans Saints
Eli Apple,CB,1074990,0.61,2018,New Orleans Saints
Alvin Kamara,RB,1050693,0.55,2019,New Orleans Saints
Erik Lorig,FB,1050000,0.79,2014,New Orleans Saints
Chris Banjo,SS,1050000,0.64,2017,New Orleans Saints
P.J. Williams,CB,1047500,0.53,2020,New Orleans Saints
Alex Anzalone,OLB,1025148,0.52,2020,New Orleans Saints
Ramon Humber,OLB,1017000,0.7,2015,New Orleans Saints
Trey Hendrickson,DE,1001572,0.51,2020,New Orleans Saints
Zach Wood,LS,1000000,0.51,2020,New Orleans Saints
Zach Line,FB,1000000,0.56,2018,New Orleans Saints
Jahri Evans,G,1000000,0.64,2016,New Orleans Saints
Hau'oli Kikaha,OLB,957511,0.66,2015,New Orleans Saints
Tre'quan Smith,WR,954256,0.48,2020,New Orleans Saints
Michael Hoomanawanui,TE,940074,0.65,2015,New Orleans Saints
Michael Thomas,WR,930722,0.6,2016,New Orleans Saints
P.J. Williams,CB,906657,0.51,2018,New Orleans Saints
Vonn Bell,SS,902795,0.55,2017,New Orleans Saints
Chase Daniel,QB,900000,0.55,2017,New Orleans Saints
Justin Drescher,LS,890000,0.57,2016,New Orleans Saints
Dwayne Washington,RB,887500,0.45,2020,New Orleans Saints
Ty Montgomery,RB,887500,0.45,2020,New Orleans Saints
Michael Burton,FB,887500,0.45,2020,New Orleans Saints
Alvin Kamara,RB,878193,0.49,2018,New Orleans Saints
Justin Drescher,LS,875000,0.6,2015,New Orleans Saints
Zack Baun,OLB,874762,0.44,2020,New Orleans Saints
Chauncey Gardner-Johnson,SS,871025,0.44,2020,New Orleans Saints
Justin Drescher,LS,860000,0.65,2014,New Orleans Saints
Trey Hendrickson,DE,844572,0.44,2019,New Orleans Saints
Tim Hightower,RB,840000,0.54,2016,New Orleans Saints
Alex Anzalone,OLB,826148,0.47,2018,New Orleans Saints
Tre'quan Smith,WR,820756,0.43,2019,New Orleans Saints
Adam Trautman,TE,818074,0.41,2020,New Orleans Saints
P.J. Williams,CB,816654,0.5,2017,New Orleans Saints
D.J. Swearinger,FS,800000,0.4,2020,New Orleans Saints
Terron Armstead,LT,769359,0.53,2015,New Orleans Saints
David Onyemata,DT,765586,0.43,2018,New Orleans Saints
Trey Hendrickson,DE,754572,0.43,2018,New Orleans Saints
J.T. Gray,SS,750000,0.38,2020,New Orleans Saints
John Jenkins,DE,746890,0.51,2015,New Orleans Saints
Vonn Bell,SS,722236,0.46,2016,New Orleans Saints
Dwayne Washington,RB,720000,0.38,2019,New Orleans Saints
Akiem Hicks,DE,718225,0.54,2014,New Orleans Saints
Alvin Kamara,RB,708193,0.43,2017,New Orleans Saints
Rafael Bush,FS,695000,0.43,2017,New Orleans Saints
Kaden Elliss,OLB,694079,0.35,2020,New Orleans Saints
Chauncey Gardner-Johnson,S,691025,0.36,2019,New Orleans Saints
Tre'quan Smith,WR,684256,0.39,2018,New Orleans Saints
Carl Granderson,DE,680000,0.34,2020,New Orleans Saints
Roman Harper,SS,680000,0.44,2016,New Orleans Saints
Terron Armstead,LT,679359,0.51,2014,New Orleans Saints
Ethan Greenidge,RT,677500,0.34,2020,New Orleans Saints
Shy Tuttle,DT,676666,0.34,2020,New Orleans Saints
David Onyemata,DT,675586,0.41,2017,New Orleans Saints
Nick Toon,WR,671903,0.51,2014,New Orleans Saints
Tony Hills,LT,670588,0.43,2016,New Orleans Saints
Tyeler Davison,DT,669306,0.41,2017,New Orleans Saints
Jamarca Sanford,SS,665000,0.46,2015,New Orleans Saints
Anthony Spencer,OLB,665000,0.46,2015,New Orleans Saints
Kyle Wilson,CB,665000,0.46,2015,New Orleans Saints
Stanley Jean-Baptiste,CB,661224,0.5,2014,New Orleans Saints
John Jenkins,DE,656890,0.49,2014,New Orleans Saints
Taysom Hill,QB,645000,0.34,2019,New Orleans Saints
Zach Wood,LS,645000,0.34,2019,New Orleans Saints
Justin Hardee,CB,645000,0.34,2019,New Orleans Saints
Patrick Omameh,RT,645000,0.34,2019,New Orleans Saints
Trey Hendrickson,DE,641572,0.39,2017,New Orleans Saints
B.W. Webb,CB,635294,0.41,2016,New Orleans Saints
Ramon Humber,OLB,635000,0.48,2014,New Orleans Saints
Luke McCown,QB,635000,0.48,2014,New Orleans Saints
Parys Haralson,DE,635000,0.48,2014,New Orleans Saints
Jonathan Goodwin,C,635000,0.48,2014,New Orleans Saints
Deonte Harris,WR,634217,0.32,2020,New Orleans Saints
Tommylee Lewis,WR,631668,0.36,2018,New Orleans Saints
Ken Crawley,CB,631668,0.36,2018,New Orleans Saints
Wil Lutz,K,630000,0.35,2018,New Orleans Saints
Garrett Grayson,QB,618291,0.43,2015,New Orleans Saints
Brandon Coleman,WR,615000,0.38,2017,New Orleans Saints
Josh LeRibeus,C,615000,0.38,2017,New Orleans Saints
Corey White,CB,614125,0.46,2014,New Orleans Saints
Malcolm Roach,DT,613333,0.31,2020,New Orleans Saints
Derrick Kelly,G,610000,0.31,2020,New Orleans Saints
Kasim Edebali,OLB,602000,0.39,2016,New Orleans Saints
John Kuhn,FB,600000,0.39,2016,New Orleans Saints
Darryl Tapp,DE,600000,0.39,2016,New Orleans Saints
Travaris Cadet,RB,600000,0.39,2016,New Orleans Saints
Sterling Moore,CB,600000,0.39,2016,New Orleans Saints
Jermon Bushrod,G,592941,0.33,2018,New Orleans Saints
Will Clapp,C,588285,0.31,2019,New Orleans Saints
Tim Lelito,G,586668,0.4,2015,New Orleans Saints
Josh Hill,TE,586668,0.4,2015,New Orleans Saints
David Onyemata,DT,585586,0.38,2016,New Orleans Saints
Senio Kelemete,G,585000,0.4,2015,New Orleans Saints
Michael Mauti,OLB,585000,0.4,2015,New Orleans Saints
Tyeler Davison,DT,579306,0.37,2016,New Orleans Saints
Marquez Callaway,WR,576274,0.29,2020,New Orleans Saints
Ken Crawley,CB,573534,0.29,2020,New Orleans Saints
Travaris Cadet,RB,571667,0.43,2014,New Orleans Saints
Tyrunn Walker,DT,571000,0.43,2014,New Orleans Saints
Robert Meachem,WR,570000,0.43,2014,New Orleans Saints
Cheta Ozougwu,DE,570000,0.43,2014,New Orleans Saints
Bryce Harris,RT,570000,0.43,2014,New Orleans Saints
Brandon Deaderick,DT,570000,0.43,2014,New Orleans Saints
Shayne Graham,K,570000,0.43,2014,New Orleans Saints
J.T. Gray,SS,570000,0.3,2019,New Orleans Saints
Taysom Hill,QB,555000,0.31,2018,New Orleans Saints
Zach Wood,LS,555000,0.31,2018,New Orleans Saints
Cameron Tom,G,555000,0.31,2018,New Orleans Saints
Justin Hardee,CB,555000,0.31,2018,New Orleans Saints
Austin Carr,WR,555000,0.31,2018,New Orleans Saints
Mike McGlynn,G,550588,0.38,2015,New Orleans Saints
Kenny Stills,WR,543613,0.41,2014,New Orleans Saints
Marcus Murphy,RB,542322,0.35,2016,New Orleans Saints
Tommylee Lewis,WR,541666,0.33,2017,New Orleans Saints
Ken Crawley,CB,541666,0.33,2017,New Orleans Saints
Wil Lutz,K,540000,0.33,2017,New Orleans Saints
Willie Snead,WR,525000,0.34,2016,New Orleans Saints
Brandon Coleman,WR,525000,0.34,2016,New Orleans Saints
Dwayne Washington,RB,518823,0.29,2018,New Orleans Saints
Kasim Edebali,OLB,512000,0.35,2015,New Orleans Saints
Brian Dixon,CB,511666,0.35,2015,New Orleans Saints
Willie Snead,WR,506470,0.31,2017,New Orleans Saints
Al-Quadin Muhammad,DE,502616,0.31,2017,New Orleans Saints
Carl Granderson,DE,500000,0.26,2019,New Orleans Saints
Deonte Harris,WR,498333,0.26,2019,New Orleans Saints
Will Clapp,C,498285,0.28,2018,New Orleans Saints
Ethan Greenidge,T,497500,0.26,2019,New Orleans Saints
Tim Lelito,G,496666,0.37,2014,New Orleans Saints
Josh Hill,TE,496666,0.37,2014,New Orleans Saints
Shy Tuttle,DT,496666,0.26,2019,New Orleans Saints
Khiry Robinson,RB,495333,0.37,2014,New Orleans Saints
Senio Kelemete,G,495000,0.37,2014,New Orleans Saints
P.J. Williams,CB,494654,0.34,2015,New Orleans Saints
Vince Biegel,OLB,489706,0.28,2018,New Orleans Saints
Tyeler Davison,DT,489306,0.34,2015,New Orleans Saints
Taylor Stallworth,DT,483333,0.27,2018,New Orleans Saints
Dan Arnold,WR,480000,0.27,2018,New Orleans Saints
Stephone Anthony,ILB,473529,0.25,2019,New Orleans Saints
Zach Line,FB,470294,0.29,2017,New Orleans Saints
Daniel Lasco,RB,468869,0.3,2016,New Orleans Saints
Trey Edmunds,RB,465000,0.29,2017,New Orleans Saints
Austin Carr,WR,465000,0.29,2017,New Orleans Saints
Taysom Hill,QB,465000,0.29,2017,New Orleans Saints
Zach Wood,DE,465000,0.29,2017,New Orleans Saints
Vinnie Sunseri,SS,464125,0.35,2014,New Orleans Saints
Ronald Powell,OLB,462215,0.35,2014,New Orleans Saints
Landon Turner,G,451666,0.29,2016,New Orleans Saints
Tommylee Lewis,WR,451666,0.29,2016,New Orleans Saints
Devante Harris,CB,451333,0.29,2016,New Orleans Saints
Will Lutz,K,450000,0.29,2016,New Orleans Saints
Tony Hills,LT,447352,0.31,2015,New Orleans Saints
Delvin Breaux,CB,439000,0.3,2015,New Orleans Saints
Kaleb Eulls,DT,438333,0.3,2015,New Orleans Saints
Tavaris Barnes,DE,437500,0.3,2015,New Orleans Saints
Bobby Richardson,DE,436666,0.3,2015,New Orleans Saints
Willie Snead,WR,435000,0.3,2015,New Orleans Saints
Brandon Coleman,WR,435000,0.3,2015,New Orleans Saints
Obum Gwacham,DE,435000,0.3,2015,New Orleans Saints
Gerald Hodges,OLB,434118,0.27,2017,New Orleans Saints
Kai Forbath,K,427058,0.29,2015,New Orleans Saints
Kasim Edebali,OLB,422000,0.32,2014,New Orleans Saints
Marcus Ball,FS,422000,0.32,2014,New Orleans Saints
Brian Dixon,CB,421666,0.32,2014,New Orleans Saints
Kyle Knox,OLB,420000,0.32,2014,New Orleans Saints
